14218040500,2
14418031900,2
14620060900,2
14802117800,2
14990445300,2
15179438100,2
15382500400,2
15544378400,2
15725381800,2
15920115400,2
16202120000,2
16381189200,2
16624079600,2
16837112800,2
17045897300,2
17245762200,2
17448459700,2
17670258400,2
17853964500,2
18075976300,2
18289040800,2
18523023700,2
18717002700,2
18939035400,2
19156032800,3
19390938600,3
19612003700,3
19819998000,3
20076977900,3
20285970100,3
20486941500,3
20689930800,3
20908004300,2
21099977800,2
21298496200,2
21523236700,2
21743237800,2
21951261400,2
22130247700,2
22375223300,2
22616233900,3
22818013200,3
23022505000,3
23207459400,3
23450465600,2
23616433900,2
23814479800,2
24011494500,2
24276501500,1
24496812600,1
24709738200,1
24899022300,1
25142221000,1
25360225100,1
25574219200,1
25779346900,1
26007279100,2
26212263200,2
26416215900,2
26617227500,2
26838212300,2
27041211300,2
27245270000,2
27457210500,2
27700151800,1
27911919200,1
28097863900,1
28287863000,1
28506866700,1
28715874500,1
28952928900,1
29121878000,1
29357865000,3
29578109400,3
29781866900,3
29983856700,3
30216859800,2
30417881000,2
30588882400,2
30816878300,2
31056872400,2
31215874800,1
31454859300,1
31675914800,1
31951885500,1
32155873300,1
32376929900,1
32520861000,1
32722634700,1
32937288000,1
33147980400,1
33348996400,1
33613671700,1
33809234000,1
34038336400,1
34249130100,1
34481080600,0
34684976800,0
34883988400,0
35110017600,0
35302623300,0
35515979600,0
35711281100,0
35917112200,0
36102922800,3
36311888400,3
36554885200,3
36726906700,3
36955898400,2
37149697400,2
37349850300,2
37572563700,2
37787897700,1
38014663100,1
38229992700,1
38438776900,1
38635790400,1
38835717800,1
39049283000,1
39249429800,1
39487237400,0
39683240500,0
39911930100,0
40132808400,0
40351829000,0
40546606200,0
40771601900,0
40969161800,0
41178963300,0
41390473200,0
41605719900,0
41815552600,0
42010500700,0
42222519200,0
42437534100,0
42626489600,0
42846468300,3
43053520900,3
43286529000,3
43485449900,3
43735497800,2
43924421900,2
44120471600,2
44320444700,2
44552431000,1
44754467600,1
44943467900,1
45151499800,1
45356477700,1
45576422800,1
45768451100,1
45983873000,1
46212469000,2
46412219000,2
46632215700,2
46845026800,2
47059721800,3
47273038500,3
47486751800,3
47734771200,1
48164153100,1
48376065700,1
48576669300,1
48746755700,1
48963274500,1
49174510400,1
49371565200,1
49605566600,0
49812674900,0
50044497300,0
50246602700,0
50453092800,2
50679839200,2
50877753000,2
